Time (s),Bz (µT),Voltage (mV)
4.769999980926514,-217.63633728027344,0.003030339954420924
4.78000020980835,-215.45530700683594,0.0018883722368627787
4.789999961853027,-212.8118133544922,0.0005871476023457944
4.800000190734863,-209.74940490722656,-0.00046001988812349737
4.809999942779541,-205.77566528320312,-0.0014594896929338574
4.820000171661377,-201.4615478515625,-0.002379925921559334
4.829999923706055,-196.67919921875,-0.003427093382924795
4.840000152587891,-191.5068359375,-0.0044742608442902565
4.849999904632568,-186.0691680908203,-0.005521428771317005
4.860000133514404,-179.96774291992188,-0.0065685962326824665
4.869999885559082,-173.42767333984375,-0.007664056029170752
4.880000114440918,-166.1683349609375,-0.0089341439306736
4.889999866485596,-158.0510711669922,-0.010233384557068348
4.900000095367432,-149.0695037841797,-0.01132914237678051
4.909999847412109,-139.6201171875,-0.012502148747444153
4.920000076293945,-129.78936767578125,-0.01364689227193594
4.929999828338623,-119.57302856445312,-0.015043114311993122
4.940000057220459,-108.81552124023438,-0.016488324850797653
4.949999809265137,-97.30005645751953,-0.01810816116631031
4.960000038146973,-84.65916442871094,-0.019853441044688225
4.96999979019165,-71.71772766113281,-0.021500153467059135
4.980000019073486,-58.1190185546875,-0.02299514412879944
4.989999771118164,-43.698020935058594,-0.024591973051428795
5,-28.414836883544922,-0.02596241421997547
5.010000228881836,-12.081801414489746,-0.02760832943022251
5.019999980926514,5.0652055740356445,-0.029104115441441536
5.03000020980835,22.598278045654297,-0.03084939531981945
5.039999961853027,40.44455337524414,-0.03264465183019638
5.050000190734863,58.743133544921875,-0.034664612263441086
5.059999942779541,77.8922119140625,-0.03698365390300751
5.070000171661377,97.8427505493164,-0.03947731852531433
5.079999923706055,119.25209045410156,-0.042145613580942154
5.090000152587891,142.09315490722656,-0.044837113469839096
5.099999904632568,165.80433654785156,-0.047280505299568176
5.110000133514404,190.96096801757812,-0.049774568527936935
5.119999885559082,217.04998779296875,-0.05254480242729187
5.130000114440918,244.01853942871094,-0.0558897890150547
5.139999866485596,272.0052795410156,-0.05983133986592293
5.150000095367432,301.2982177734375,-0.06422428786754608
5.159999847412109,331.8052978515625,-0.06921340525150299
5.170000076293945,363.8182067871094,-0.07460304349660873
5.179999828338623,397.5611572265625,-0.08067066222429276
5.190000057220459,433.2274169921875,-0.08783751726150513
5.199999809265137,470.9936218261719,-0.0961751937866211
5.210000038146973,511.61798095703125,-0.10530231148004532
5.21999979019165,554.647216796875,-0.11439699679613113
5.230000019073486,600.6016845703125,-0.12281221151351929
5.239999771118164,649.5313720703125,-0.13007576763629913
5.25,701.0023193359375,-0.13641081750392914
5.260000228881836,756.0023803710938,-0.1429726630449295
5.269999980926514,812.66552734375,-0.1495179682970047
5.28000020980835,871.3508911132812,-0.15498067438602448
5.289999961853027,931.7805786132812,-0.15876683592796326
5.300000190734863,992.7947998046875,-0.16105256974697113
5.309999942779541,1053.80908203125,-0.1622878611087799
5.320000171661377,1114.1962890625,-0.1609891951084137
5.329999923706055,1173.6685791015625,-0.1562301516532898
5.340000152587891,1231.7904052734375,-0.14706821739673615
5.349999904632568,1287.7357177734375,-0.1325923204421997
5.360000133514404,1338.982177734375,-0.11182984709739685
5.369999885559082,1384.1600341796875,-0.0852600634098053
5.380000114440918,1422.3878173828125,-0.05440213531255722
5.389999866485596,1452.682861328125,-0.020653892308473587
5.400000095367432,1472.9586181640625,0.014801057055592537
5.409999847412109,1480.43896484375,0.051210157573223114
5.420000076293945,1477.4747314453125,0.08737730234861374
5.429999828338623,1464.1219482421875,0.12186510115861893
5.440000057220459,1440.375,0.1538386195898056
5.449999809265137,1405.0806884765625,0.18137586116790771
5.460000038146973,1357.9136962890625,0.20293380320072174
5.46999979019165,1301.8294677734375,0.2177051156759262
5.480000019073486,1238.1541748046875,0.22529351711273193
5.489999771118164,1168.3179931640625,0.22674734890460968
5.5,1093.411376953125,0.22322408854961395
5.510000228881836,1016.086181640625,0.2164493054151535
5.519999980926514,938.8433837890625,0.20777449011802673
5.53000020980835,862.1610717773438,0.19680926203727722
5.539999961853027,786.5089721679688,0.18432733416557312
5.550000190734863,713.1666870117188,0.17105381190776825
5.559999942779541,643.4612426757812,0.1583041548728943
5.570000171661377,577.6902465820312,0.1462993025779724
5.579999923706055,515.7596435546875,0.13529552519321442
5.590000152587891,457.53564453125,0.12481562048196793
5.599999904632568,403.81182861328125,0.11469300091266632
5.610000133514404,353.5361328125,0.10473727434873581
5.619999885559082,306.81915283203125,0.09541688859462738
5.630000114440918,263.4178161621094,0.08685798197984695
5.639999866485596,223.09381103515625,0.07899073511362076
5.650000095367432,186.7668914794922,0.07194714993238449
5.659999847412109,153.8690643310547,0.06553344428539276
5.670000076293945,123.43519592285156,0.060061000287532806
5.679999828338623,95.43257904052734,0.05505046620965004
5.690000057220459,69.84886169433594,0.05073843523859978
5.699999809265137,46.757328033447266,0.047124914824962616
5.710000038146973,26.284196853637695,0.044153276830911636
5.71999979019165,7.222408294677734,0.04153536260128021
5.730000019073486,-10.72650146484375,0.03897426649928093
5.739999771118164,-27.619779586791992,0.03658779338002205
5.75,-42.76382064819336,0.034489989280700684
5.760000228881836,-56.80513381958008,0.03268759325146675
5.769999980926514,-69.75533294677734,0.0308822188526392
5.78000020980835,-81.87126159667969,0.02925414964556694
5.789999961853027,-93.4164047241211,0.027795949950814247
5.800000190734863,-103.83576202392578,0.026865795254707336
5.809999942779541,-113.61871337890625,0.02587624080479145
5.820000171661377,-122.95232391357422,0.02494589053094387
5.829999923706055,-131.7904510498047,0.023956535384058952
5.840000152587891,-140.0636444091797,0.023141806945204735
5.849999904632568,-147.8234100341797,0.02244369499385357
5.860000133514404,-155.06040954589844,0.021745581179857254
5.869999885559082,-162.1397247314453,0.021047469228506088
5.880000114440918,-168.99435424804688,0.020291050896048546
5.889999866485596,-175.4139862060547,0.019535226747393608
5.900000095367432,-181.1399383544922,0.01895313709974289
5.909999847412109,-186.50526428222656,0.018255025148391724
5.920000076293945,-191.59690856933594,0.017498208209872246
5.929999828338623,-196.5009307861328,0.01662556827068329
5.940000057220459,-201.28335571289062,0.01581183262169361
5.949999809265137,-205.53871154785156,0.01517272274941206
