Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Fᵧ (N),rᵧ (m),vᵧ (m/s),aᵧ (m/s²)
7.710000038146973,0.09812292456626892,-9.21662712097168,-4.733481407165527,-1.9594464302062988,0.008555557578802109,-0.35555559396743774,-0.46464645862579346
7.71999979019165,0.12343932688236237,-8.967704772949219,-4.677726745605469,-1.917309284210205,0.004888887982815504,-0.36666667461395264,-0.24242427945137024
7.730000019073486,0.2049015611410141,-8.695045471191406,-4.724008560180664,-1.873299241065979,0.001222221995703876,-0.36666667461395264,1.3242548391190212e-8
7.739999771118164,0.19122205674648285,-8.452153205871582,-4.72321081161499,-1.829289436340332,-0.0024444442242383957,-0.36666667461395264,0.24242421984672546
7.75,0.2279152274131775,-8.231525421142578,-4.6281208992004395,-1.7862157821655273,-0.005999999586492777,-0.35555556416511536,0.46464645862579346
7.760000228881836,0.22452718019485474,-7.988134384155273,-4.678471088409424,-1.7412694692611694,-0.009555555880069733,-0.35555556416511536,0.696969747543335
7.769999980926514,0.162135511636734,-7.748650550842285,-4.669246673583984,-1.696323275566101,-0.013000000268220901,-0.3444444239139557,0.9191918969154358
7.78000020980835,0.10412558913230896,-7.543239116668701,-4.7045512199401855,-1.651376724243164,-0.016333334147930145,-0.3333333432674408,1.1111111640930176
7.789999961853027,0.1332630217075348,-7.304258346557617,-4.715719223022461,-1.6073668003082275,-0.019555557519197464,-0.32222220301628113,1.3030303716659546
7.800000190734863,0.12265770882368088,-7.06390380859375,-4.778266429901123,-1.5689752101898193,-0.02266666665673256,-0.31111109256744385,1.4747474193572998
7.809999942779541,0.1393570750951767,-6.848042964935303,-4.813068866729736,-1.530583381652832,-0.025555556640028954,-0.2888888716697693,1.6666665077209473
7.820000171661377,0.1835779994726181,-6.632184982299805,-4.822798252105713,-1.4950010776519775,-0.028333332389593124,-0.2777777910232544,1.8585858345031738
7.829999923706055,0.17179907858371735,-6.475251197814941,-4.8465423583984375,-1.4650367498397827,-0.030888888984918594,-0.25555557012557983,2.08080792427063
7.840000152587891,0.16877882182598114,-6.3068671226501465,-4.852358818054199,-1.4360089302062988,-0.033222220838069916,-0.23333334922790527,2.2626261711120605
7.849999904632568,0.17010705173015594,-6.147151947021484,-4.781627178192139,-1.4079173803329468,-0.035333335399627686,-0.2111111283302307,2.393939256668091
7.860000133514404,0.12369877099990845,-6.05596923828125,-4.764459609985352,-1.3816986083984375,-0.03722222149372101,-0.18888890743255615,2.464646339416504
7.869999885559082,0.14364676177501678,-5.946652412414551,-4.709975719451904,-1.3601619005203247,-0.03877778351306915,-0.15555556118488312,2.5252525806427
7.880000114440918,0.15265405178070068,-5.863517761230469,-4.697744369506836,-1.3395614624023438,-0.04000000283122063,-0.12222222238779068,2.5656566619873047
7.889999866485596,0.14137108623981476,-5.7955002784729,-4.696816921234131,-1.3245792388916016,-0.04100000113248825,-0.10000000894069672,2.5757577419281006
