Time (s),Fᵧ (N)
13.40958309173584,-2.0928163528442383
13.40999984741211,-2.092477321624756
13.410416603088379,-2.092477321624756
13.410833358764648,-2.092477321624756
13.411250114440918,-2.092477321624756
13.411666870117188,-2.092477321624756
13.412083625793457,-2.09238600730896
13.412500381469727,-2.0912890434265137
13.412917137145996,-2.090454578399658
13.41333293914795,-2.0904548168182373
13.413749694824219,-2.0904548168182373
13.414166450500488,-2.0904548168182373
13.414583206176758,-2.090386152267456
13.414999961853027,-2.089780569076538
13.415416717529297,-2.089719295501709
13.415833473205566,-2.0890488624572754
13.416250228881836,-2.0884320735931396
13.416666984558105,-2.0884320735931396
13.417083740234375,-2.0884320735931396
13.417499542236328,-2.0884745121002197
13.417916297912598,-2.089106321334839
13.418333053588867,-2.089106321334839
13.418749809265137,-2.088705062866211
13.419166564941406,-2.0873913764953613
13.419583320617676,-2.087083578109741
13.420000076293945,-2.0867247581481934
13.420416831970215,-2.086393117904663
13.420833587646484,-2.0857226848602295
13.421250343322754,-2.0850605964660645
13.421667098999023,-2.0850558280944824
13.422082901000977,-2.084385395050049
13.422499656677246,-2.083375930786133
13.422916412353516,-2.082034111022949
13.423333168029785,-2.0813610553741455
13.423749923706055,-2.080026149749756
13.424166679382324,-2.07966685295105
13.424583435058594,-2.0793492794036865
13.425000190734863,-2.0789928436279297
13.425416946411133,-2.079331874847412
13.425833702087402,-2.0783474445343018
13.426250457763672,-2.0792627334594727
13.426666259765625,-2.079667091369629
13.427083015441895,-2.0793282985687256
13.427499771118164,-2.0790371894836426
13.427916526794434,-2.0792806148529053
13.428333282470703,-2.0802900791168213
13.428750038146973,-2.080960512161255
13.429166793823242,-2.081907033920288
13.429583549499512,-2.0832481384277344
13.430000305175781,-2.084320306777954
13.43041706085205,-2.0843868255615234
13.430832862854004,-2.0852484703063965
13.431249618530273,-2.086331844329834
13.431666374206543,-2.0866634845733643
13.432083129882812,-2.0873336791992188
13.432499885559082,-2.087419033050537
13.432916641235352,-2.0885818004608154
13.433333396911621,-2.089106321334839
13.43375015258789,-2.0896801948547363
13.43416690826416,-2.09035062789917
13.43458366394043,-2.0906822681427
13.4350004196167,-2.0911290645599365
13.435416221618652,-2.0911290645599365
13.435832977294922,-2.0911290645599365
13.436249732971191,-2.090916633605957
13.436666488647461,-2.0904548168182373
13.43708324432373,-2.0904548168182373
13.4375,-2.09065580368042
13.43791675567627,-2.0911288261413574
13.438333511352539,-2.0911290645599365
13.438750267028809,-2.0913188457489014
13.439167022705078,-2.0918030738830566
13.439583778381348,-2.0918030738830566
13.4399995803833,-2.0919816493988037
13.44041633605957,-2.0926520824432373
13.44083309173584,-2.093151330947876
13.44124984741211,-2.093151330947876
13.441666603088379,-2.094156265258789
13.442083358764648,-2.0946595668792725
13.442500114440918,-2.0951738357543945
13.442916870117188,-2.0956649780273438
13.443333625793457,-2.095996618270874
13.443750381469727,-2.0966670513153076
13.444167137145996,-2.0968575477600098
13.44458293914795,-2.0973336696624756
13.444999694824219,-2.0982093811035156
13.445416450500488,-2.0980002880096436
13.445833206176758,-2.098670482635498
13.446249961853027,-2.099802255630493
13.446666717529297,-2.101024627685547
13.447083473205566,-2.101356029510498
13.447500228881836,-2.1019153594970703
13.447916984558105,-2.1022543907165527
13.448333740234375,-2.102357864379883
13.448749542236328,-2.1021509170532227
13.449166297912598,-2.101576566696167
13.449583053588867,-2.101576566696167
13.449999809265137,-2.1013998985290527
13.450416564941406,-2.100482940673828
13.450833320617676,-2.0993924140930176
13.451250076293945,-2.0980517864227295
13.451666831970215,-2.097123146057129
13.452083587646484,-2.0965919494628906
13.452500343322754,-2.09713077545166
13.452917098999023,-2.0964601039886475
13.453332901000977,-2.095789670944214
13.453749656677246,-2.0951740741729736
13.454166412353516,-2.0951738357543945
13.454583168029785,-2.094788074493408
13.454999923706055,-2.0941176414489746
13.455416679382324,-2.093825578689575
13.455833435058594,-2.0934150218963623
13.456250190734863,-2.092074155807495
13.456666946411133,-2.0907046794891357
13.457083702087402,-2.088693380355835
13.457500457763672,-2.086322069168091
13.457916259765625,-2.0840132236480713
13.458333015441895,-2.082672357559204
13.458749771118164,-2.081331253051758
13.459166526794434,-2.079645872116089
13.459583282470703,-2.0779755115509033
13.460000038146973,-2.0762956142425537
13.460416793823242,-2.073943614959717
13.460833549499512,-2.0716025829315186
13.461250305175781,-2.0699117183685303
13.46166706085205,-2.068570852279663
13.462082862854004,-2.067229986190796
13.462499618530273,-2.065889358520508
13.462916374206543,-2.0645484924316406
13.463333129882812,-2.0632073879241943
13.463749885559082,-2.0612244606018066
13.464166641235352,-2.05985164642334
13.464583396911621,-2.0582149028778076
13.46500015258789,-2.056203603744507
13.46541690826416,-2.054480791091919
13.46583366394043,-2.052516460418701
13.4662504196167,-2.0505049228668213
13.466666221618652,-2.049109935760498
13.467082977294922,-2.047769069671631
13.467499732971191,-2.0464282035827637
13.467916488647461,-2.0444822311401367
13.46833324432373,-2.042471170425415
13.46875,-2.040717840194702
13.46916675567627,-2.038867712020874
13.469583511352539,-2.0364365577697754
13.470000267028809,-2.034764289855957
13.470417022705078,-2.03299617767334
13.470833778381348,-2.0316553115844727
13.4712495803833,-2.030550003051758
13.47166633605957,-2.0296475887298584
13.47208309173584,-2.028306722640991
13.47249984741211,-2.026965618133545
13.472916603088379,-2.025845527648926
13.473333358764648,-2.0251753330230713
13.473750114440918,-2.0245048999786377
13.474166870117188,-2.023834228515625
13.474583625793457,-2.022958278656006
13.475000381469727,-2.02215838432312
13.475417137145996,-2.021149158477783
13.47583293914795,-2.0210120677948
13.476249694824219,-2.020482301712036
13.476666450500488,-2.0203378200531006
13.477083206176758,-2.019632577896118
13.477499961853027,-2.0189898014068604
13.477916717529297,-2.01847505569458
13.478333473205566,-2.0176327228546143
13.478750228881836,-2.016291856765747
13.479166984558105,-2.01495099067688
13.479583740234375,-2.014270544052124
13.479999542236328,-2.0146095752716064
13.480416297912598,-2.014270544052124
13.480833053588867,-2.0136327743530273
13.481249809265137,-2.0124378204345703
13.481666564941406,-2.0116255283355713
13.482083320617676,-2.010422706604004
13.482500076293945,-2.0100910663604736
13.482916831970215,-2.0090816020965576
13.483333587646484,-2.0079455375671387
13.483750343322754,-2.007528781890869
13.484167098999023,-2.007528781890869
13.484582901000977,-2.007413148880005
13.484999656677246,-2.0066308975219727
13.485416412353516,-2.0055062770843506
13.485833168029785,-2.0055062770843506
13.486249923706055,-2.0055062770843506
13.486666679382324,-2.0054094791412354
13.487083435058594,-2.0044000148773193
13.487500190734863,-2.004157781600952
13.487916946411133,-2.0040721893310547
13.488333702087402,-2.0035653114318848
13.488750457763672,-2.004157781600952
13.489166259765625,-2.004157781600952
13.489583015441895,-2.004157781600952
13.489999771118164,-2.004157781600952
