Time (s),Fᵧ (N),rᵧ (m)
5.360000133514404,-1.6472423076629639,0.06760574132204056
5.369999885559082,-1.6164631843566895,0.06485625356435776
5.380000114440918,-1.5831421613693237,0.062307730317115784
5.389999866485596,-1.5503565073013306,0.059843823313713074
5.400000095367432,-1.5207825899124146,0.05723760649561882
5.409999847412109,-1.4881253242492676,0.05469052121043205
5.420000076293945,-1.4570847749710083,0.052225176244974136
5.429999828338623,-1.4248305559158325,0.04961896315217018
5.440000057220459,-1.3943235874176025,0.04701274633407593
5.449999809265137,-1.364347219467163,0.04446756839752197
5.460000038146973,-1.3339627981185913,0.042061835527420044
5.46999979019165,-1.3025223016738892,0.03965609520673752
5.480000019073486,-1.271200180053711,0.03725035861134529
5.489999771118164,-1.240696907043457,0.034907568246126175
5.5,-1.2111320495605469,0.032702311873435974
5.510000228881836,-1.1861369609832764,0.030497053638100624
5.519999980926514,-1.162306308746338,0.028356177732348442
5.53000020980835,-1.1375372409820557,0.02635139226913452
5.539999961853027,-1.113072395324707,0.024346614256501198
5.550000190734863,-1.0888245105743408,0.022341832518577576
5.559999942779541,-1.0638422966003418,0.020403346046805382
5.570000171661377,-1.044169545173645,0.018665818497538567
5.579999923706055,-1.026267409324646,0.017129242420196533
5.590000152587891,-1.0102415084838867,0.01579362340271473
5.599999904632568,-0.9971269965171814,0.014658964239060879
5.610000133514404,-0.9848512411117554,0.01372525840997696
5.619999885559082,-0.9777758121490479,0.0129233468323946
5.630000114440918,-0.9720595479011536,0.012191074900329113
5.639999866485596,-0.9700917601585388,0.011659761890769005
5.650000095367432,-0.9718726277351379,0.011329403147101402
5.659999847412109,-0.9760428071022034,0.01119999960064888
5.670000076293945,-0.9830232858657837,0.011343107558786869
5.679999828338623,-0.992302656173706,0.011816095560789108
5.690000057220459,-1.004905104637146,0.01256254967302084
5.699999809265137,-1.018019676208496,0.01371091604232788
5.710000038146973,-1.0324150323867798,0.015114262700080872
5.71999979019165,-1.0548133850097656,0.016665497794747353
5.730000019073486,-1.076359510421753,0.01854422315955162
5.739999771118164,-1.1024302244186401,0.02062390372157097
